"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",1.03933651382028,-0.215986355894984,0.0741789005038823,0.300228724918646,0.0589941766233732,-0.167072276794918,-0.0971818737016053,-0.0715768524740067,-0.119871106651594,-0.532076115118901,-0.68150627436921,0.317513032868875,-0.305858094035804,-0.0877789541146847,0.118383033419118,0,0.227284479923666,0.0807294281554219,-0.152477808764737,0.301726103038988
"2",-0.215986355894984,0.907092375936829,-0.00324656616931567,-0.0894654635565938,-0.0366592042587156,0.0287252311367637,0.0123008491227489,0.0229644786975172,0.0381782139130181,0.259956276021114,0.225832658071616,-0.101869822906372,0.0804147920072145,0.00939011903140007,-0.0379816177640336,0,-0.121001219236398,0.00637807966314799,0.0233988983972729,-0.0579052033738898
"3",0.0741789005038823,-0.00324656616931568,0.211053585022408,0.046525535861723,0.0003413110609512,-0.0291869811696332,-0.0138322088432825,-0.0103377659054877,-0.0251272258482836,-0.00799782147204635,-0.093142402596146,0.0458580575752182,-0.0233926269567734,-0.0985202989443927,0.0170979311098227,0,-0.0371032074080196,0.110420707110199,-0.0535106520249481,0.0360128388485865
"4",0.300228724918646,-0.0894654635565938,0.046525535861723,0.941583122648112,-0.105701319794046,-0.0593174416863945,-0.0246577007611115,-0.103367245704678,-0.172279504365687,-0.220395571221249,-0.651249506566527,0.458534380615403,-0.164370255777167,-0.0307107349880806,0.170962087488942,0,0.112782266478987,0.0215613738651425,-0.0433464461712389,0.0852964296835952
"5",0.0589941766233734,-0.0366592042587156,0.000341311060951204,-0.105701319794046,0.28824077302392,0.0181983110833605,-0.00262407783774235,-0.00128397874510853,-0.00222464971744907,-0.0903088850427734,-0.0898971406999725,0.00569569591146422,-0.0249087305927778,-0.00244745170082351,0.00212360970930749,0,0.0246924202122406,-0.00384184587043688,-0.00670729928233217,0.0159200080878496
"6",-0.167072276794918,0.0287252311367637,-0.0291869811696332,-0.0593174416863945,0.0181983110833605,0.1629081368329,0.0169181352165701,0.0115830758735857,0.0195382608998421,0.0707637726471019,0.102779698774063,-0.0513822195741636,0.0468710482671858,0.022377214799152,-0.0191575853187378,0,-0.0199072910680898,-0.0440868704543775,0.0290066736897362,-0.0502888575113081
"7",-0.0971818737016053,0.0123008491227489,-0.0138322088432825,-0.0246577007611115,-0.00262407783774235,0.0169181352165701,0.57088520885972,0.00568822604693003,0.00975132713895339,0.0303027845753287,0.0533041238341928,-0.0252328207531281,0.0258313513118976,0.039282320804685,-0.00940792204806848,0,-0.00743380612429753,-0.0139192431396064,0.0739697715323846,-0.126097217602571
"8",-0.0715768524740067,0.0229644786975172,-0.0103377659054877,-0.103367245704678,-0.0012839787451085,0.0115830758735857,0.00568822604693003,0.298848223643263,0.0383620817778726,0.0565723263402499,0.151999960470343,-0.102084144023584,0.038553810274402,0.00701423954453304,-0.038061526244489,0,-0.0271050860956627,-0.00444801624329967,0.0101789867665738,-0.0202632916770663
"9",-0.119871106651594,0.0381782139130181,-0.0251272258482836,-0.172279504365687,-0.00222464971744909,0.0195382608998421,0.00975132713895339,0.0383620817778726,0.223705276037868,0.0940509212124036,0.254383326164009,-0.170173184815142,0.0644253060733595,0.0152202867260261,-0.0634481603573367,0,-0.0446608133671902,-0.00835758839457861,0.0185838213511749,-0.0344373655464023
"10",-0.532076115118902,0.259956276021114,-0.00799782147204636,-0.220395571221249,-0.0903088850427734,0.070763772647102,0.0303027845753287,0.05657232634025,0.0940509212124037,0.640394736384842,0.556332194594016,-0.250953350251549,0.198099504728319,0.0231322853157277,-0.093566612308912,0,-0.298082989581429,0.0157122140418664,0.0576425065004266,-0.142647786758972
"11",-0.681506274369211,0.225832658071616,-0.093142402596146,-0.651249506566527,-0.0898971406999724,0.102779698774063,0.0533041238341928,0.151999960470343,0.254383326164009,0.556332194594015,1.47091862236145,-0.674267822971318,0.362290013245836,0.065000503165666,-0.251397145808544,0,-0.260878690436852,-0.0403050074330561,0.095985729121946,-0.192567615394241
"12",0.317513032868876,-0.101869822906372,0.0458580575752183,0.458534380615403,0.00569569591146422,-0.0513822195741637,-0.0252328207531281,-0.102084144023584,-0.170173184815142,-0.250953350251549,-0.674267822971318,0.452842575338053,-0.171023687327201,-0.0311149816674541,0.168839928381722,0,0.120237448364974,0.0197312829921527,-0.0451537169126682,0.0898874280973548
"13",-0.305858094035804,0.0804147920072145,-0.0233926269567734,-0.164370255777167,-0.0249087305927778,0.0468710482671858,0.0258313513118976,0.038553810274402,0.0644253060733595,0.198099504728319,0.362290013245836,-0.171023687327201,0.189788503618,0.0206255038919591,-0.0637652656628997,0,-0.101190548151862,-0.0138642262266451,0.0403460288451519,-0.0860005606975445
"14",-0.0877789541146845,0.00939011903140006,-0.0985202989443926,-0.0307107349880806,-0.00244745170082349,0.0223772147991519,0.0392823208046849,0.00701423954453303,0.0152202867260261,0.0231322853157277,0.0650005031656659,-0.0311149816674541,0.020625503891959,0.300805345790448,-0.0116010542348183,0,0.016275252285746,-0.0565472372904933,0.158565706444957,-0.10231636239463
"15",0.118383033419118,-0.0379816177640336,0.0170979311098227,0.170962087488942,0.00212360970930748,-0.0191575853187378,-0.00940792204806849,-0.038061526244489,-0.0634481603573367,-0.0935666123089119,-0.251397145808544,0.168839928381722,-0.0637652656628997,-0.0116010542348183,0.201359480363521,0,0.0448298885227133,0.00735670316508467,-0.0168353214668745,0.0335140460480004
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18532079524608,0,0,0,0
"17",0.227284479923666,-0.121001219236398,-0.0371032074080197,0.112782266478987,0.0246924202122406,-0.0199072910680898,-0.00743380612429756,-0.0271050860956627,-0.0446608133671902,-0.298082989581429,-0.260878690436852,0.120237448364974,-0.101190548151862,0.016275252285746,0.0448298885227133,0,0.362429983396741,-0.0785464173211386,-0.000805432909727579,0.0494240363758973
"18",0.0807294281554219,0.00637807966314801,0.110420707110199,0.0215613738651424,-0.0038418458704369,-0.0440868704543775,-0.0139192431396064,-0.00444801624329966,-0.0083575883945786,0.0157122140418665,-0.040305007433056,0.0197312829921526,-0.0138642262266451,-0.0565472372904934,0.00735670316508465,0,-0.0785464173211386,0.194048756008983,-0.0385639784166606,0.0338074925132925
"19",-0.152477808764737,0.0233988983972729,-0.0535106520249481,-0.0433464461712388,-0.00670729928233215,0.0290066736897362,0.0739697715323846,0.0101789867665738,0.0185838213511749,0.0576425065004265,0.095985729121946,-0.0451537169126682,0.0403460288451519,0.158565706444957,-0.0168353214668745,0,-0.000805432909727538,-0.0385639784166606,0.295459936883781,-0.194106247674895
"20",0.301726103038988,-0.0579052033738897,0.0360128388485865,0.0852964296835951,0.0159200080878495,-0.0502888575113081,-0.126097217602571,-0.0202632916770663,-0.0344373655464023,-0.142647786758972,-0.192567615394241,0.0898874280973547,-0.0860005606975444,-0.10231636239463,0.0335140460480004,0,0.0494240363758973,0.0338074925132925,-0.194106247674895,0.335438231054168
